Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds),attention_pass_count
I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Female,Non-Hispanic Black,Yes,Yes - Part time,Sophomore,No,No,Yes,No, ,Non-Hispanic Black,No,,11pm,30.0,6am,7.0,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Always,Sometimes,Often,Sometimes,Always,Often,Sometimes,Always,Often,Sometimes,Often,Often,Sometimes,Always,Often,Often,,Often,Always,Often,579,3
I consent,I am between the ages of 18-25.,19.0,2005-11-11,Cisgender Female,White,Yes,Yes - Full time,Freshman,No,No,No,No, ,White,No,,10:30 pm,15.0,7:30,8.0,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,Yes,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Sometimes,Sometimes,Often,Often,Sometimes,Often,Often,Often,Almost never,Often,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,251,3
I consent,I am between the ages of 18-25.,24.0,,Cisgender Male,White,Yes,Yes - Part time,Senior,No,No,No,Yes,"[{""Sport"": ""Cross Country"", ""Years"": 1, ""Position"": ""NaN""}]",White,No,,11pm,15.0,7am,7.0,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Very good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,Sometimes,Almost never,Almost never,Often,Often,Almost never,Almost never,Sometimes,Almost never,Always,Almost never,Almost never,Always,Often,Almost never,Almost never,Sometimes,Often,Always,Almost never,285,3
I consent,I am between the ages of 18-25.,22.0,2002-06-16,Cisgender Female,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 4, ""Position"": ""Middle Blocker""}]",Non-Hispanic Black,No,,11:00 pm,60.0,9:00 am,7.0,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Almost never,Sometimes,Often,Almost never,436,3
I consent,I am between the ages of 18-25.,20.0,2005-01-11,Non-binary,Asian,Yes,Yes - Full time,Sophomore,No,No,No,No, ,Asian,No,,2am,40.0,1pm,8.0,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Fairly bad,Three or more times a week,Not during the past month,Somewhat of a problem,No,,,,,Always,Sometimes,Often,Almost never,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,276,3
I consent,I am between the ages of 18-25.,21.0,2003-03-29,Cisgender Female,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Track"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Cross Country"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",White,No,,11:30,20.0,7:15,7.0,Once or twice a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Almost never,Often,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,324,3
I consent,I am between the ages of 18-25.,23.0,2001-10-21,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Track and field"", ""Years"": ""NaN"", ""Position"": ""Sprints""},
{""Sport"": ""Football"", ""Years"": ""NaN"", ""Position"": ""Wide Receiver""}]",Asian,No,,4am,60.0,12:00pm,7.0,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Often,Almost never,Often,Often,,,,,305,3
I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Soccer"", ""Years"": 2, ""Position"": ""Defensive Midfielder""}]",Non-Hispanic Black,No,,10pm,2.0,4am,6.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Almost never,Almost never,Always,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Always,Always,Almost never,329,3
I consent,I am between the ages of 18-25.,24.0,2000-05-02,Cisgender Male,White,Yes,No,,No,No,No,No, ,White,No,,9:30 PM,60.0,7:00 AM,6.5,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Not during the past month,Fairly bad,Once or twice a week,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Three or more times a week,Three or more times a week,Sometimes,Almost never,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Often,Often,Often,Almost never,Often,Sometimes,Always,Sometimes,Often,Often,Sometimes,Sometimes,213,3
I consent,I am between the ages of 18-25.,23.0,2001-09-07,Cisgender Male,Asian,Yes,No,,No,No,No,No, ,Asian,No,,4 am,10.0,12,7.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Always,Often,Almost never,Sometimes,Sometimes,Sometimes,355,3
I consent,I am between the ages of 18-25.,23.0,2001-08-23,Cisgender Female,Latino/Hispanic,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 1, ""Position"": ""NaN""}]",Latino/Hispanic,No,,2 am,30.0,9,6.0,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Often,Often,Sometimes,Often,Almost never,Almost never,Often,Often,Sometimes,Almost never,Often,Almost never,Almost never,Sometimes,260,3
I consent,I am between the ages of 18-25.,24.0,2001-01-04,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,Yes,No, ,White,No,,1am,120.0,10am,7.0,Three or more times a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Three or more times a week,A very big problem,No,,,,,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Sometimes,Always,Always,Almost never,Sometimes,Always,Sometimes,Sometimes,Almost never,Sometimes,Often,196,3
I consent,I am between the ages of 18-25.,24.0,2000-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": 2, ""Position"": ""Point Guard""}]",Non-Hispanic Black,No,,11pm,3.0,5am,6.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Almost never,Almost never,Almost never,Always,Often,Almost never,Almost never,Almost never,Almost never,Often,Almost never,Almost never,Often,Often,Almost never,Almost never,Often,Often,Often,Almost never,377,3
I consent,I am between the ages of 18-25.,23.0,2001-01-01,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Sophomore,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": 3, ""Position"": ""Point Guard""}]",Non-Hispanic Black,No,,10pm,3.0,4am,6.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Almost never,Almost never,Almost never,Often,Always,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Always,Almost never,Almost never,Often,Often,Often,Almost never,409,3
I consent,I am between the ages of 18-25.,22.0,2002-05-01,Cisgender Female,Non-Hispanic Black,Yes,No,,No,No,No,No, ,Non-Hispanic Black,No,,10:30 pm,20.0,6:00 am,7.0,Less than once a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Often,Almost never,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,467,2
I consent,I am between the ages of 18-25.,20.0,2004-07-06,Cisgender Female,Latino/Hispanic,No,Yes - Full time,Junior,Yes,No,Yes,Yes,"[{""Sport"": ""Tennis"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Track"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",Latino/Hispanic,No,,3:00,20.0,11:00,8.0,Once or twice a week,Not during the past month,Three or more times a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Fairly good,Less than once a week,Less than once a week,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Often,Sometimes,Often,Always,Often,Sometimes,Always,Always,Almost never,Always,Always,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Sometimes,349,2
I consent,I am between the ages of 18-25.,25.0,1999-12-10,Cisgender Male,White,Yes,No,,No,No,No,No, ,White,No,,11,3.0,5,5.0,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Almost never,Almost never,Almost never,Always,Sometimes,Almost never,Almost never,Almost never,Sometimes,Often,Sometimes,Almost never,Always,Always,Often,Almost never,Always,Always,Always,Almost never,254,3
I consent,I am between the ages of 18-25.,24.0,2000-10-11,Cisgender Female,White,Yes,Yes - Full time,Senior,Yes,Yes,No,Yes,"[
    {""Sport"": ""Field hockey"", ""Years"": 4, ""Position"": ""Goalie""},
    {""Sport"": ""Lacrosse"", ""Years"": 3, ""Position"": ""Midfield/Defense""}
]",White,No,,10-12 PM,20.0,6-8 AM,7.0,Once or twice a week,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Often,Often,Sometimes,Often,Sometimes,Sometimes,Almost never,Always,Often,Sometimes,Sometimes,Almost never,Almost never,453,3
I consent,I am between the ages of 18-25.,25.0,1999-11-17,Cisgender Male,White,Yes,No,,No,No,No,No, ,White,No,,1030,30.0,6,7.0,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Very good,Once or twice a week,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Always,Sometimes,Often,Sometimes,Almost never,Always,Often,Sometimes,Often,Almost never,Always,Often,Often,Sometimes,Always,Always,Sometimes,Often,Almost never,Often,274,3
